Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Descripcion_Psicologica
3,4,1,4,3,3,2,5,2,3,"Empático, Disciplinado, Minucioso, Seguro"
3,3,2,5,2,3,3,3,1,4,"Resiliente, Intelectual, No convencional"
3,3,3,4,2,3,3,3,3,4,"Resiliente, Relajado, No convencional"
3,3,5,3,3,3,4,2,4,3,"Directo, Impulsivo, Espontáneo"
2,3,5,3,2,4,3,2,2,4,"Asertivo, Entusiasta, Relajado, Resiliente, Imaginativo, Intelectual"
2,4,3,2,3,4,3,2,3,3,"Energético, Impulsivo"
3,5,2,4,1,4,1,4,2,4,"Compasivo, Planificador, Relajado, Curioso, Intelectual"
5,2,4,2,4,1,4,2,3,2,"Reflexivo, Directo, Crítico, Desorganizado, Flexible, Pies en la tierra, Realista"
5,4,2,2,2,1,3,4,4,3,"Discreto, Planificador, Organizado, Preocupado"
2,3,3,4,1,5,2,3,3,5,"Entusiasta, Hablador, Estable emocionalmente, Sereno, Intelectual"
3,3,2,4,4,3,2,4,2,3,"Eficiente, Minucioso, Relajado, Práctico"
1,4,4,3,4,4,3,3,2,3,"Entusiasta, Flexible, Seguro, Sereno, Tradicional"
2,4,3,4,3,4,1,4,2,3,"Sociable, Amable, Empático, Relajado"
4,4,3,3,3,2,1,2,3,3,"Distante, Empático, Conciliador, Relajado, Desorganizado"
3,3,3,2,1,3,3,4,4,5,"Ansioso, Original, Creativo"
5,3,3,3,3,2,2,3,4,3,Reservado
5,3,4,4,3,1,3,3,2,3,"Reservado, Flexible, Descuidado, Estable emocionalmente"
2,3,5,3,2,3,3,2,3,3,Descuidado
2,4,3,2,1,4,2,3,3,4,"Entusiasta, Energético, Confiado, Empático, Imaginativo, No convencional"
3,3,2,4,4,2,3,3,3,2,"Reservado, Seguro, Convencional"
3,4,3,5,2,3,2,3,1,4,"Cooperador, Compasivo, Resiliente, Seguro, Creativo, Imaginativo"
4,4,5,2,3,1,2,2,3,4,"Callado, Empático, Amable, Espontáneo"
5,3,2,1,3,1,4,4,5,3,"Reservado, Discreto, Competitivo, Franco, Fiable, Planificador, Inseguro"
3,3,4,1,1,3,3,2,5,5,"Espontáneo, Desorganizado, Inseguro, No convencional"
2,3,2,3,2,4,2,4,2,4,"Hablador, Asertivo, Eficiente, Resiliente, Intelectual, Creativo"
3,3,3,5,2,3,3,3,2,3,Relajado
4,3,2,3,2,3,3,4,3,5,"Reservado, Minucioso, No convencional"
2,3,4,2,3,4,3,2,3,4,"Energético, Espontáneo, Descuidado"
4,3,2,2,2,3,3,4,3,4,"Callado, Reflexivo, Eficiente, Organizado, No convencional"
2,3,3,3,1,4,2,3,3,5,"Hablador, Original, Creativo"
5,4,4,3,5,1,2,2,3,2,"Reflexivo, Discreto, Conciliador, Flexible, Desorganizado, Pies en la tierra"
2,3,2,3,4,3,3,4,3,3,"Fiable, Eficiente, Pies en la tierra, Tradicional"
3,2,4,1,2,2,4,2,5,4,"Callado, Discreto, Franco, Descuidado, Temperamental, Intelectual"
4,4,3,2,2,3,2,2,3,3,"Distante, Introvertido, Conciliador, Confiado, Descuidado, Impulsivo"
3,4,1,2,2,2,2,4,3,5,"Reflexivo, Distante, Amable, Empático, Planificador, Minucioso, Curioso"
2,2,2,5,1,4,4,4,2,5,"Entusiasta, Desconfiado, Fiable, Relajado, Resiliente, Creativo"
3,2,1,5,2,3,4,5,1,4,"Competitivo, Escéptico, Planificador, Calmado, Creativo, Curioso"
2,4,1,2,3,3,3,5,4,3,"Eficiente, Minucioso, Preocupado, Inseguro"
3,5,4,4,2,3,1,2,2,3,"Conciliador, Confiado, Flexible, Relajado, Seguro, Sereno"
1,4,3,3,2,5,2,4,2,4,"Entusiasta, Cooperador, Calmado, Resiliente, Curioso, No convencional"
4,5,3,5,4,2,1,2,2,3,"Reflexivo, Reservado, Empático, Amable, Relajado, Desorganizado, Resiliente, Seguro, Pragmático, Realista"
4,4,5,3,1,3,2,1,2,4,"Callado, Distante, Conciliador, Desorganizado, Sereno, Resiliente, No convencional"
4,3,3,4,4,3,3,3,2,2,"Callado, Reflexivo, Resiliente, Seguro, Pies en la tierra, Convencional"
1,3,3,5,2,4,3,4,2,3,"Entusiasta, Hablador, Calmado, Sereno"
3,5,4,5,2,4,1,3,2,4,"Conciliador, Espontáneo, Resiliente, Sereno, No convencional"
2,1,5,3,3,3,5,1,3,3,"Escéptico, Competitivo, Impulsivo"
4,3,4,2,4,3,2,3,3,3,"Discreto, Distante, Espontáneo, Pies en la tierra"
2,4,2,4,1,3,2,3,2,5,"Confiado, Resiliente, Calmado, Intelectual, Original"
2,4,2,2,3,4,2,4,3,3,"Entusiasta, Empático, Minucioso, Disciplinado"
3,2,3,3,3,2,4,3,3,3,"Reflexivo, Competitivo, Crítico"
3,4,4,3,1,3,3,3,4,4,"Descuidado, Flexible, No convencional, Intelectual"
5,1,4,2,2,1,5,3,3,3,"Discreto, Franco, Espontáneo, Relajado"
2,5,3,2,3,4,1,4,3,2,"Hablador, Amable, Conciliador, Práctico"
4,4,2,5,4,3,2,4,1,3,"Reflexivo, Callado, Conciliador, Eficiente, Disciplinado, Resiliente, Práctico"
4,3,3,4,4,2,2,3,3,3,"Callado, Reflexivo, Resiliente, Práctico"
4,5,2,5,3,2,1,4,2,4,"Introvertido, Confiado, Eficiente, Minucioso, Relajado"
4,4,2,2,1,2,3,4,4,5,"Reflexivo, Discreto, Organizado, Minucioso, Temperamental, Inseguro, No convencional"
3,4,1,4,2,3,1,5,2,4,"Compasivo, Cooperador, Fiable, Resiliente, Imaginativo"
3,3,3,3,1,2,4,2,3,5,"Introvertido, Desconfiado, Franco, Descuidado, Desorganizado, No convencional"
2,4,3,2,1,3,2,4,4,5,"Compasivo, Temperamental, Inseguro, No convencional"
3,3,4,3,1,3,3,3,3,5,"Relajado, Intelectual, Creativo"
2,4,4,4,1,4,3,2,1,5,"Hablador, Espontáneo, Descuidado, Estable emocionalmente, No convencional, Intelectual"
4,2,3,3,2,2,5,3,3,4,"Reservado, Desconfiado, Competitivo, Curioso"
3,3,4,4,3,3,4,3,3,4,"Crítico, Desconfiado, Relajado, Resiliente"
4,4,5,2,3,1,1,1,5,3,"Callado, Introvertido, Amable, Descuidado, Ansioso"
2,5,4,5,1,4,1,3,2,5,"Energético, Entusiasta, Confiado, Cooperador, Descuidado, Espontáneo, Resiliente, Calmado, Original"
3,2,4,1,2,3,3,3,5,4,"Competitivo, Escéptico, Flexible, Impulsivo, Sensible al estrés, Curioso, Creativo"
4,3,4,2,5,2,3,2,5,2,"Introvertido, Callado, Espontáneo, Vulnerable, Inseguro, Pies en la tierra"
2,4,3,4,2,4,2,4,2,5,"Energético, Asertivo, Confiado, Relajado, Seguro, No convencional, Creativo"
4,3,2,2,3,3,3,4,3,3,"Reservado, Disciplinado"
3,4,3,4,2,4,3,3,2,4,"Sereno, Relajado, No convencional, Curioso"
4,4,2,4,1,3,2,4,2,4,"Reflexivo, Confiado, Organizado, Fiable, Relajado, No convencional"
3,3,3,2,3,3,4,3,4,3,"Escéptico, Ansioso"
2,4,4,3,1,3,1,2,3,4,"Compasivo, Impulsivo, Flexible, Curioso"
3,4,3,2,4,2,2,3,4,2,"Callado, Confiado, Sensible al estrés, Temperamental, Realista, Tradicional"
2,1,2,4,4,3,5,3,2,3,"Escéptico, Franco, Calmado, Resiliente, Práctico, Convencional"
3,3,3,3,3,3,2,3,3,3,Perfil Equilibrado / Moderado
3,4,3,4,1,2,2,2,2,4,"Discreto, Conciliador, Flexible, Descuidado, Resiliente, Imaginativo"
3,4,2,4,3,3,2,4,2,2,"Amable, Confiado, Organizado, Estable emocionalmente, Pies en la tierra"
3,3,2,3,2,3,3,4,2,4,"Eficiente, Resiliente, Seguro, Creativo"
1,4,2,4,3,5,1,4,2,3,"Energético, Confiado, Organizado, Sereno, Calmado"
3,4,2,4,4,3,1,4,2,3,"Compasivo, Conciliador, Disciplinado, Eficiente, Estable emocionalmente, Calmado, Pragmático"
3,4,2,3,3,4,3,4,2,4,"Planificador, Disciplinado, Relajado, Sereno"
2,3,2,4,2,4,4,4,3,5,"Sociable, Asertivo, Franco, Escéptico, Fiable, Planificador, Relajado, Resiliente, Creativo, Original"
5,3,3,1,4,1,3,3,4,2,"Reservado, Introvertido, Inseguro, Convencional"
4,4,5,2,4,2,2,2,4,2,"Introvertido, Cooperador, Desorganizado, Descuidado, Vulnerable, Sensible al estrés, Realista"
4,3,3,3,3,2,3,3,3,3,"Reservado, Callado"
4,4,5,1,4,2,1,2,4,3,"Introvertido, Conciliador, Descuidado, Impulsivo, Vulnerable, Sensible al estrés, Tradicional"
4,3,3,5,1,2,2,4,1,5,"Discreto, Sereno, Imaginativo, Creativo"
3,3,4,2,4,3,2,3,3,3,"Flexible, Espontáneo, Pragmático, Realista"
3,5,2,3,2,3,1,4,3,4,"Cooperador, Organizado, Planificador, Original, Creativo"
2,3,4,5,3,4,2,2,2,4,"Extrovertido, Desorganizado, Espontáneo, Calmado"
3,4,1,2,3,3,1,4,3,3,"Compasivo, Confiado, Fiable, Minucioso"
3,4,2,5,2,3,2,4,1,4,"Empático, Organizado, Minucioso, Seguro, Original"
2,3,4,4,2,3,3,3,2,4,"Flexible, Seguro, Curioso, No convencional"
2,4,3,1,4,4,2,3,4,3,"Asertivo, Empático, Cooperador, Preocupado, Inseguro, Pies en la tierra, Realista"
2,2,3,3,1,3,4,2,3,4,"Desconfiado, Descuidado, Desorganizado, Intelectual, Imaginativo"
3,4,1,5,2,3,1,4,2,3,"Amable, Confiado, Planificador, Relajado"
2,5,4,4,2,5,1,3,2,5,"Hablador, Entusiasta, Confiado, Espontáneo, Descuidado, Estable emocionalmente, Intelectual, Imaginativo"
3,4,3,2,3,3,2,3,4,3,"Amable, Vulnerable"
5,2,1,3,2,2,5,5,3,4,"Distante, Crítico, Franco, Fiable, Intelectual"
2,4,3,2,2,4,3,2,4,4,"Entusiasta, Espontáneo, Flexible, Inseguro, Imaginativo"
2,3,2,4,4,3,2,4,1,3,"Minucioso, Organizado, Estable emocionalmente, Convencional"
4,2,3,2,3,2,3,4,4,3,"Callado, Reservado, Franco, Escéptico, Sensible al estrés, Temperamental"
1,4,3,3,1,4,2,3,3,5,"Hablador, Cooperador, Empático, Curioso"
4,3,2,2,2,2,3,4,4,3,"Discreto, Reflexivo, Planificador, Fiable, Inseguro"
4,3,3,5,2,2,4,2,2,4,"Discreto, Franco, Crítico, Descuidado, Sereno, No convencional, Imaginativo"
1,5,3,4,2,5,1,4,2,4,"Asertivo, Hablador, Compasivo, Confiado, Estable emocionalmente, Calmado, No convencional"
4,4,2,4,2,3,3,3,3,4,"Reflexivo, Estable emocionalmente, Imaginativo"
4,3,3,3,4,2,3,3,4,3,"Introvertido, Reservado, Realista, Práctico"
3,2,3,4,3,3,4,3,2,3,"Competitivo, Estable emocionalmente"
3,5,5,4,2,4,1,2,2,4,"Empático, Amable, Espontáneo, Relajado, Intelectual"
3,5,1,2,2,3,1,5,4,4,"Conciliador, Eficiente, Vulnerable, Intelectual"
3,5,1,4,2,3,1,5,2,4,"Confiado, Planificador, Disciplinado, Calmado, Original, Intelectual"
3,2,3,2,1,4,5,3,3,5,"Competitivo, Desconfiado, Intelectual, Curioso"
3,4,4,5,3,3,1,2,1,3,"Confiado, Flexible, Estable emocionalmente, Relajado"
4,2,5,3,3,2,4,2,3,3,"Callado, Reservado, Franco, Competitivo, Flexible"
5,3,3,2,4,1,2,3,4,2,"Reflexivo, Discreto, Sensible al estrés, Tradicional, Convencional"
3,3,2,3,2,3,3,4,2,4,"Minucioso, Calmado, No convencional, Intelectual"
4,2,2,3,3,2,4,4,3,2,"Reflexivo, Discreto, Crítico, Fiable, Organizado, Tradicional, Práctico"
4,4,5,1,3,2,3,2,5,3,"Introvertido, Callado, Flexible, Vulnerable, Inseguro"
1,3,3,3,4,4,4,4,3,2,"Hablador, Crítico, Realista, Pies en la tierra"
4,4,2,4,1,3,2,5,2,5,"Introvertido, Discreto, Cooperador, Confiado, Minucioso, Fiable, Seguro, Creativo, Imaginativo"
3,4,3,2,1,3,2,2,3,5,"Cooperador, Conciliador, Espontáneo, Creativo"
5,3,2,1,1,1,3,4,4,5,"Callado, Disciplinado, Ansioso, Curioso, Intelectual"
4,4,2,2,2,3,1,4,3,4,"Reservado, Amable, Organizado, Creativo, No convencional"
3,3,3,2,3,3,4,3,4,3,"Directo, Temperamental, Sensible al estrés"
4,3,1,3,1,1,4,4,3,4,"Introvertido, Franco, Fiable, Original"
3,4,1,4,2,3,2,5,2,4,"Confiado, Empático, Planificador, Minucioso, Estable emocionalmente, Resiliente, No convencional, Curioso"
5,5,4,4,1,2,1,3,3,5,"Reservado, Discreto, Confiado, Desorganizado, Relajado, Imaginativo"
1,3,2,4,2,5,2,4,3,5,"Sociable, Disciplinado, Planificador, Seguro, Creativo"
5,3,2,4,2,2,2,4,2,4,"Distante, Fiable, Estable emocionalmente, Sereno, Curioso, Creativo"
2,5,3,2,2,3,1,4,4,4,"Empático, Vulnerable, Creativo"
4,3,3,4,4,3,2,3,2,2,"Reflexivo, Relajado, Sereno, Tradicional"
3,4,3,5,1,3,1,4,1,5,"Confiado, Calmado, Resiliente, Imaginativo, Intelectual"
5,2,5,2,2,1,4,1,5,3,"Introvertido, Competitivo, Crítico, Relajado, Vulnerable, Temperamental"
2,2,3,3,1,4,4,3,2,5,"Energético, Asertivo, Escéptico, Desconfiado, Estable emocionalmente, No convencional, Curioso"
3,4,1,2,1,4,3,5,4,5,"Disciplinado, Preocupado, Imaginativo"
4,4,3,3,1,2,2,3,3,4,"Reservado, Confiado, Compasivo, Original"
4,3,3,2,3,2,3,3,3,3,Reflexivo
3,3,2,3,2,3,2,4,3,4,"Minucioso, Planificador, Imaginativo, Original"
3,4,1,4,2,3,3,5,3,4,"Fiable, Eficiente, Calmado, Resiliente, Imaginativo, No convencional"
3,5,2,1,1,2,1,5,5,4,"Callado, Distante, Confiado, Disciplinado, Minucioso, Inseguro, Preocupado, Imaginativo"
3,5,3,5,1,3,2,3,1,5,"Amable, Estable emocionalmente, Curioso, Imaginativo"
2,3,3,2,4,4,3,3,3,3,"Hablador, Pies en la tierra, Realista"
2,3,2,2,3,3,4,3,4,4,"Directo, Escéptico, Temperamental"
4,3,4,3,2,2,3,2,4,3,"Introvertido, Relajado"
2,5,1,5,3,4,1,5,2,3,"Hablador, Asertivo, Conciliador, Planificador, Disciplinado, Calmado"
5,3,3,2,1,1,4,3,4,5,"Discreto, Distante, Crítico, Competitivo, Vulnerable, Original, Imaginativo"
3,3,5,3,4,3,2,2,2,2,"Relajado, Seguro, Pies en la tierra, Pragmático"
3,3,5,5,3,4,4,2,1,3,"Crítico, Descuidado, Seguro, Sereno"
3,4,2,3,3,3,3,3,2,4,"Estable emocionalmente, Seguro"
2,2,4,5,2,4,4,2,1,4,"Extrovertido, Escéptico, Relajado, Estable emocionalmente, Creativo"
1,4,3,5,2,5,2,3,1,4,"Extrovertido, Compasivo, Estable emocionalmente, No convencional, Curioso"
4,3,4,4,2,2,2,2,3,3,"Reflexivo, Espontáneo, Relajado, Resiliente, Estable emocionalmente"
4,3,4,3,3,3,3,2,3,4,"Callado, Reflexivo, Descuidado"
4,4,2,4,4,2,2,4,2,2,"Discreto, Conciliador, Eficiente, Resiliente, Pies en la tierra, Práctico"
2,4,4,1,2,3,3,2,5,4,"Espontáneo, Desorganizado, Temperamental, Curioso, Intelectual"
1,3,4,2,3,4,2,2,3,3,"Energético, Hablador, Desorganizado"
2,3,2,3,1,4,2,3,2,5,"Asertivo, Energético, Resiliente, Original"
3,4,2,3,3,3,2,4,3,3,"Compasivo, Confiado, Eficiente, Planificador"
2,3,2,3,2,3,3,4,3,4,"Planificador, Eficiente, Original"
2,4,4,2,1,4,3,2,3,4,"Sociable, Descuidado, Creativo"
4,2,3,1,4,2,3,3,4,2,"Reflexivo, Directo, Sensible al estrés, Convencional, Tradicional"
3,3,4,3,2,2,3,2,3,3,"Distante, Descuidado, Relajado"
4,3,5,3,4,2,2,2,3,2,"Callado, Reservado, Flexible, Espontáneo, Pies en la tierra, Pragmático"
1,4,2,4,2,4,2,4,2,4,"Extrovertido, Conciliador, Minucioso, Resiliente, Relajado, Original, Imaginativo"
2,4,2,4,3,3,1,4,3,2,"Conciliador, Organizado, Eficiente, Resiliente, Estable emocionalmente, Pies en la tierra, Realista"
2,4,1,4,1,4,2,4,3,4,"Entusiasta, Hablador, Confiado, Empático, Fiable, Calmado, Sereno, Imaginativo, No convencional"
4,4,4,1,3,2,3,2,5,3,"Reservado, Distante, Flexible, Espontáneo, Temperamental"
2,2,3,2,2,3,5,3,3,4,"Crítico, No convencional"
2,4,3,2,2,4,2,3,3,4,"Sociable, Compasivo, Empático, Creativo"
3,3,1,5,3,2,2,5,1,4,"Introvertido, Eficiente, Seguro"
2,5,2,3,1,4,1,4,2,5,"Hablador, Sociable, Cooperador, Compasivo, Planificador, Organizado, Seguro, Sereno, Imaginativo, Creativo"
2,3,4,2,2,4,3,2,3,4,"Energético, Sociable, Relajado, Curioso, Creativo"
3,4,3,4,4,3,1,2,2,3,"Confiado, Descuidado, Calmado, Estable emocionalmente, Pragmático"
5,5,2,3,2,2,2,3,2,5,"Reservado, Confiado, Calmado, Intelectual"
2,4,1,3,1,4,2,5,3,5,"Sociable, Energético, Conciliador, Amable, Planificador, Fiable, Imaginativo"
1,5,2,4,3,4,1,4,2,3,"Asertivo, Cooperador, Empático, Planificador, Eficiente, Relajado"
3,3,3,3,2,3,3,3,3,4,"Creativo, Imaginativo"
4,4,3,5,2,2,3,2,1,3,"Introvertido, Descuidado, Resiliente, Seguro"
3,2,1,3,3,3,4,4,3,4,"Escéptico, Disciplinado"
3,3,1,4,2,4,3,4,2,4,"Minucioso, Organizado, Calmado, Curioso, Creativo"
1,3,5,2,2,4,3,1,4,5,"Energético, Hablador, Impulsivo, Relajado, Sensible al estrés, Vulnerable, No convencional, Imaginativo"
4,4,4,3,3,3,1,2,4,3,"Distante, Reservado, Confiado, Conciliador, Espontáneo"
4,4,2,3,1,2,1,4,2,5,"Discreto, Conciliador, Cooperador, Organizado, Sereno, Estable emocionalmente, Original, Creativo"
3,3,3,3,3,3,2,3,3,3,Perfil Equilibrado / Moderado
3,4,2,3,4,3,2,3,2,2,"Cooperador, Conciliador, Resiliente, Pragmático, Pies en la tierra"
4,3,3,2,2,2,3,2,3,3,"Discreto, Distante, Flexible, Desorganizado"
2,3,3,4,2,4,3,4,2,4,"Energético, Sociable, Estable emocionalmente, Sereno, Intelectual, Creativo"
3,3,2,4,2,3,4,4,2,3,"Desconfiado, Minucioso, Relajado"
3,3,3,3,3,3,3,3,3,4,Perfil Equilibrado / Moderado
3,4,3,5,4,3,2,4,2,2,"Conciliador, Resiliente, Pies en la tierra"
2,4,1,3,1,4,1,5,4,5,"Extrovertido, Entusiasta, Conciliador, Disciplinado, Fiable, Intelectual"
3,2,2,3,4,3,4,4,3,2,"Directo, Escéptico, Planificador, Pies en la tierra"
1,3,1,5,2,4,3,5,1,4,"Sociable, Asertivo, Organizado, Relajado, Sereno, No convencional, Imaginativo"
2,4,2,5,2,4,2,3,2,4,"Entusiasta, Empático, Relajado, Imaginativo"
2,5,2,5,3,4,1,5,2,3,"Entusiasta, Extrovertido, Confiado, Cooperador, Organizado, Planificador, Resiliente, Estable emocionalmente"
4,4,4,2,3,3,3,3,4,3,"Reflexivo, Reservado, Espontáneo, Preocupado"
1,3,5,2,1,5,3,1,4,5,"Sociable, Extrovertido, Relajado, Descuidado, Temperamental, Imaginativo"
2,2,3,2,2,4,3,3,4,3,"Asertivo, Extrovertido, Competitivo, Sensible al estrés"
3,4,5,3,3,4,3,2,3,4,Descuidado
3,4,2,5,2,4,3,5,1,4,"Fiable, Eficiente, Estable emocionalmente, Imaginativo"
2,3,3,2,2,4,3,2,4,4,"Extrovertido, Energético, Impulsivo, Relajado, Inseguro, Sensible al estrés, Curioso, Creativo"
2,3,3,3,2,3,3,3,2,4,"Calmado, Intelectual"
2,3,5,4,4,4,2,2,3,3,"Extrovertido, Impulsivo, Flexible, Estable emocionalmente, Calmado, Convencional, Práctico"
3,5,1,5,2,3,1,5,2,4,"Conciliador, Eficiente, Disciplinado, Seguro, Resiliente, Curioso, Imaginativo"
3,4,4,3,4,2,3,1,3,3,"Callado, Desorganizado, Flexible, Tradicional, Convencional"
3,3,2,3,4,3,3,3,3,3,"Pragmático, Pies en la tierra"
4,3,3,2,4,2,3,3,4,2,"Introvertido, Vulnerable, Convencional"
2,3,4,5,2,4,3,2,1,4,"Hablador, Espontáneo, Resiliente, Estable emocionalmente, Imaginativo"
3,4,3,5,3,3,2,4,2,3,"Empático, Calmado, Sereno"
2,4,2,3,2,4,2,4,3,4,"Hablador, Extrovertido, Confiado, Disciplinado, No convencional, Curioso"
2,5,2,3,3,4,1,4,3,4,"Hablador, Compasivo, Conciliador, Eficiente, Fiable"
5,4,5,1,4,2,2,2,5,3,"Callado, Confiado, Impulsivo, Temperamental, Preocupado, Pragmático"
3,3,1,5,2,2,3,5,1,3,"Discreto, Eficiente, Calmado, Relajado"
2,3,2,3,1,3,3,4,2,4,"Eficiente, Sereno, Relajado, No convencional, Original"
3,5,2,3,2,3,1,4,3,5,"Confiado, Eficiente, Planificador, Curioso"
2,3,3,4,1,3,3,4,2,5,"Estable emocionalmente, Intelectual, Creativo"
4,4,3,5,5,3,1,3,1,2,"Reservado, Empático, Cooperador, Calmado, Convencional, Realista"
1,4,3,5,3,4,2,4,1,3,"Entusiasta, Asertivo, Confiado, Cooperador, Resiliente, Calmado"
1,4,5,3,2,5,2,1,3,4,"Hablador, Compasivo, Amable, Flexible, Descuidado, Curioso, Creativo"
2,4,2,4,2,4,2,5,2,4,"Entusiasta, Asertivo, Compasivo, Organizado, Sereno, Relajado, Intelectual"
3,3,4,5,3,3,3,2,1,4,"Desorganizado, Seguro"
5,4,3,4,4,2,1,3,3,3,"Callado, Discreto, Confiado, Amable, Seguro, Resiliente, Convencional, Pies en la tierra"
3,4,2,5,3,3,1,4,2,3,"Confiado, Compasivo, Planificador, Organizado, Seguro"
2,3,1,3,1,4,3,4,2,5,"Energético, Entusiasta, Disciplinado, Fiable, Relajado, Calmado, Original, No convencional"
3,4,3,3,3,2,3,3,3,4,Discreto
2,3,3,3,1,4,3,2,3,4,"Energético, Relajado, Creativo, Original"
4,4,4,4,3,3,2,3,2,3,"Reflexivo, Discreto, Confiado, Compasivo, Relajado, Sereno, Seguro"
3,2,4,2,4,3,4,2,4,3,"Escéptico, Flexible, Relajado, Preocupado, Pies en la tierra"
1,4,1,4,2,5,2,5,2,3,"Asertivo, Compasivo, Cooperador, Fiable, Planificador, Sereno"
5,3,2,2,3,2,4,3,3,3,"Callado, Reflexivo, Escéptico"
3,2,2,2,4,2,4,4,4,2,"Reflexivo, Franco, Crítico, Minucioso, Organizado, Vulnerable, Convencional"
3,3,2,3,2,3,3,4,3,4,"Eficiente, Imaginativo"
3,4,5,4,5,3,3,2,2,2,"Descuidado, Seguro, Resiliente, Realista, Convencional"
4,4,4,4,1,2,2,2,3,5,"Reflexivo, Empático, Impulsivo, Espontáneo, Seguro, Calmado, Curioso, Intelectual"
4,3,1,3,4,2,2,4,4,3,"Discreto, Eficiente, Disciplinado, Realista"
3,4,2,4,2,3,2,4,2,4,"Confiado, Minucioso, Calmado, Relajado, Curioso, No convencional"
2,4,2,5,2,5,2,3,1,3,"Extrovertido, Confiado, Sereno"
2,2,5,1,2,4,5,2,5,3,"Entusiasta, Crítico, Escéptico, Espontáneo, Relajado, Vulnerable"
1,4,3,3,2,4,2,3,4,4,"Sociable, Amable, Compasivo, Imaginativo, Creativo"
2,3,4,1,2,4,4,3,5,4,"Entusiasta, Desconfiado, Franco, Relajado, Descuidado, Vulnerable, Preocupado, Intelectual"
4,3,5,2,5,2,3,1,3,2,"Callado, Impulsivo, Descuidado, Convencional, Pies en la tierra"
3,3,3,2,3,3,4,3,4,3,"Escéptico, Sensible al estrés, Temperamental"
1,5,2,2,1,5,1,5,3,4,"Entusiasta, Conciliador, Eficiente, Organizado, No convencional"
4,4,2,4,2,2,1,4,2,4,"Distante, Empático, Disciplinado, Calmado, Resiliente, No convencional"
5,4,4,2,2,1,1,2,4,4,"Discreto, Reflexivo, Compasivo, Impulsivo, Desorganizado, Vulnerable, Imaginativo, Original"
4,3,5,3,4,2,2,2,3,2,"Reflexivo, Discreto, Espontáneo, Pragmático"
4,3,4,4,1,3,3,2,2,5,"Introvertido, Espontáneo, Seguro, Imaginativo"
3,4,2,2,1,3,2,3,4,5,"Cooperador, Inseguro, Intelectual"
3,3,4,2,3,2,4,2,3,2,"Distante, Callado, Desconfiado, Directo, Flexible, Pies en la tierra"
2,4,4,4,2,4,2,2,3,4,"Extrovertido, Cooperador, Descuidado, Impulsivo, Seguro, Creativo"
3,3,2,5,1,3,4,4,2,4,"Franco, Organizado, Eficiente, Sereno, Creativo, Curioso"
2,4,1,5,1,4,3,5,2,4,"Entusiasta, Asertivo, Planificador, Resiliente, Original, Creativo"
3,5,2,4,1,3,1,4,2,4,"Confiado, Minucioso, Estable emocionalmente, No convencional"
3,3,3,3,2,3,3,3,3,3,Perfil Equilibrado / Moderado
5,4,4,2,2,2,2,2,5,4,"Reservado, Distante, Empático, Compasivo, Relajado, Desorganizado, Ansioso, Preocupado, Creativo"
2,4,2,4,3,3,2,4,2,4,"Confiado, Disciplinado, Relajado, Seguro"
2,4,3,4,2,4,3,3,2,3,"Extrovertido, Sereno"
3,4,4,1,3,3,3,1,5,3,"Relajado, Flexible, Inseguro, Ansioso"
4,3,3,1,3,2,3,3,4,4,"Reservado, Callado, Temperamental, Inseguro"
4,4,1,5,3,2,3,5,1,4,"Distante, Disciplinado, Resiliente"
4,4,4,1,2,2,2,2,4,4,"Distante, Callado, Compasivo, Espontáneo, Preocupado, Ansioso, Intelectual, Creativo"
2,4,2,3,3,4,2,4,4,4,"Extrovertido, Entusiasta, Empático, Conciliador, Organizado, Fiable"
2,3,3,1,3,3,2,3,5,3,"Inseguro, Temperamental"
4,2,3,2,2,2,4,3,4,3,"Reservado, Escéptico, Franco, Ansioso, Sensible al estrés"
2,2,3,4,1,3,4,4,2,4,"Desconfiado, Competitivo, Estable emocionalmente, No convencional, Curioso"
3,4,3,3,2,3,2,3,2,3,"Amable, Compasivo, Resiliente"
2,4,4,3,2,5,2,1,2,4,"Energético, Entusiasta, Conciliador, Empático, Espontáneo, Descuidado, Resiliente, Sereno, Original"
2,4,1,2,3,3,2,5,3,4,"Cooperador, Fiable"
4,4,3,2,4,3,1,3,3,2,"Discreto, Compasivo, Empático, Convencional, Práctico"
2,3,3,3,2,3,3,3,3,3,Perfil Equilibrado / Moderado
1,4,2,4,2,5,1,5,2,3,"Energético, Confiado, Disciplinado, Resiliente"
2,3,3,4,3,5,3,3,3,3,"Energético, Relajado, Sereno"
2,4,2,2,3,3,2,4,4,3,"Confiado, Cooperador, Disciplinado, Inseguro, Preocupado"
1,3,3,1,1,4,3,2,4,5,"Asertivo, Extrovertido, Desorganizado, Inseguro, Original"
3,4,4,4,4,3,2,2,2,2,"Empático, Impulsivo, Flexible, Calmado, Pragmático"
4,4,2,5,3,3,1,3,2,4,"Introvertido, Empático, Relajado"
3,4,2,3,3,3,2,4,4,3,"Empático, Amable, Organizado, Disciplinado"
2,4,2,5,4,3,2,4,2,2,"Compasivo, Amable, Organizado, Eficiente, Resiliente, Seguro, Convencional, Realista"
4,3,4,1,2,2,2,2,5,4,"Discreto, Descuidado, Flexible, Temperamental, Vulnerable, Original"
2,4,2,4,3,3,2,4,2,3,"Cooperador, Organizado, Minucioso, Seguro, Estable emocionalmente"
